name,line
Jacob, Oh… *reaches across the table and puts a hand atop theirs*
Jacob," Jerry, this ham’s got to be all you, right? It’s in-cred-i-ble."
Summer," *smirks* Happy human holiday, Dad."
Poncho, AHHHHHH!
 Bloom, Hepatitis won’t follow us into the respiratory system!
Roger, That’s strange… *taps the meter* Air flow is down twenty percent.
 Bloom, So the brain isn’t getting enough oxygen. That’s why security is offline.
Morty," W-Well, I guess we better check it out."
Alexander," Hey, wait for me! *removes the head of his costume*"
 Bloom, *points his cane at Alexander* Put that back on!
Roger," If we got up to the bronchial catwalk, we could look for blockage."
Morty, *raises his hand* I’ll go. *glances at Annie* Heheh…
Poncho," Don’t be a hero, kid."
Morty, I’m not. I’m doin’ it because it’s fun. *he hops from frond to frond*
Poncho, *cocks his gun* We shouldn’t be here.
 Bloom," Whatever you do, don’t fire that thing in here! We must save Ruben. This is my life’s work."
Annie, Ah!
 Bloom," It’s alright, my dear. Nearly all human lungs contain a strain of this bacteria, but the scar tissue… *prods it with his cane, seeing something has escaped from the scar tissue* …keeps them dormant. *looks up toward Morty, who is getting close to the catwalk* Morty! Get down!"
Morty, Whoa! *grabs hold of the catwalk as a fluid drips down onto it* Whoa!
Morty, Oh! What are those things?!
 Bloom," Tuberculosis, coming in fast!"
Poncho, *raises gun and starts shooting at the disease* Not faster than a bullet! Ahh!
 Bloom, *grabs Poncho’s arm* No! Do you know what you’ve done?!
 Bloom, Get to the digestive tract! He’s coughing!
Alexander, Waaaah! Don’t let me die!
Rick," Just take a deep breath, Ruben."
Morty, You’re not gonna die! What’s your name?
Alexander, My name is… *his hand slips from Morty’s and he’s coughed up* ALEXANDEEEEEEEER!
Morty, Rick! Ruben’s got tuberculosis!
Rick," Oh, great work, Morty. *pulls a massive syringe form his lab coat* I’ll just cure it, and then—"
Rick," Okay. Well I can’t cure death. This is bad, Morty. You’re trapped in a dead man. Listen, if the situation keeps darkening, do yourself a favor—"
Rick," —and hop by Pirates of the Pancreas. Obviously I’m biased, but, I think it’s great, Morty."
Rick," *sitting in a lounge chair, pulls out a flask* It’s a bunch of pirates runnin’ around a-a-a- pancreas. We don’t whitewash it either, Morty. The pirates are really rapey. The top priority is to get you guys out of there, but I’m just saying, if that becomes impossible—"
Rick," —please, you gotta treat yourself."
Morty," Geez, what’s that horrible smell?"
 Bloom," You mean the Panda Express? *chuckles* Kidding, I-I’m kidding. (As he speaks, Poncho and Roger stock up on bottled water from the Panda Express.) The body is beginning to constrict and fill with gas. We’re inside a corpse, my boy. Anatomy Park is doomed."
Morty," Forget about the park, Doctor! How do we get out?!"
 Bloom, The digestive tract is the evacuation route. Get it? There’s an emergency station in the colon with a ray that can enlarge us all.
Morty, Everybody! Get to the colon!
Poncho, Now I’m takin’ orders from a twelve-year-old boy?!
 Bloom, Morty. The scar sacs containing the tuberculosis were sabotaged. This disaster was an inside job. Keep your eyes on Annie. She was written up several times by her manager at the churro stand.
Roger, Intestines are ahead to the left. Then the right. Then left. Et cetera.
Morty," Hey, just so you know, I-I’m actually fourteen. So, you know…"
Annie, What?
Morty, Not twelve.
Annie, Okay.
Morty, Because he just said I was twelve.
Annie, Oh. Good for you.
Morty, *slumps forward* Nnn…
Animatronics," *singing* It’s a road of laughter, a trail of food. It’s a pathway that breaks up the fat in food. It’s a tube in the chest and it sends out the rest. It’s a small, small intestine!"
Roger, It goes on like this for miles…
 Bloom, *excitedly* And then we get to the large intestine!
Poncho, Shh. *shines flashlight* I hear something.
 Bloom, *whispers* Don’t move. Gonorrhea can’t see us if we don’t move.
 Bloom, Wait! I was wrong! I was thinking of a T-rex.
Annie, We’re sitting ducks!
Morty, Doc! Didn’t you say the body was filling up with gas?
 Bloom, Yes. Why?
Poncho, Kid! You’re a genius! *pulls out a match*
 Bloom, Are you mad?!
Morty, *grabs Annie’s hand* Everybody! In here!
Poncho, Hey Gonorrhea! How’s this for a burning sensation?
Summer," *singing* Drummer, drum, drum, drum! Drummer, drum, drum drum drum, Christmas drums!"
Leonard," Oh, Summer. Sing it! Haha."
Summer, Christmas drums being played by a boy!
Beth," Jerry, come on. This is what you wanted."
Jerry," I get it, Beth. Be careful what you wish for. I’m being punished for taking your iPad."
Beth," What? Jerry, let that stuff go, okay? I’m sorry I was a bitch earlier. Let’s just be here."
Ethan, Ugh… Summer!
Summer," *stands up* Ethan, what are you doing here?"
Ethan, I’ve been texting you for hours. What the hell?!
Summer, I don’t have my phone! I’m doing a human holiday!
Ethan, Did you even consider how that might make me feel?
Summer, How you feel? Why is everything always happening to you?!
Jerry," *stands up* Summer, do you have a boyfriend?"
Ethan," Yeah, do you, Summer?"
Summer," I don’t know Ethan, do I?"
Jacob," *stands up and puts a hand on Ethan and Summer’s shoulders* Jerry, no disrespect, but you really need to connect more with your family, man."
Roger," I should be able to access the backup generator to get the growth ray back online. If it works, we’ll be regular-sized in a few minutes. I just hope Ruben’s not in a room with white carpets or upholstery."
Poncho, What the hell is that?
 Bloom," The sphincter dam. We built it when Ruben became incontinent, but it was not designed to hold a corpse-load."
Roger," Almost got it. Everybody, move inside the circle!"
Morty, Poncho? What is this in your backpack?
 Bloom," That’s bubonic plague! What are you doing with that, Poncho?"
Poncho, Everybody get back!
 Bloom," Poncho, you son of a bitch! You released the tuberculosis so you could steal from me?"
Poncho," *laughs* That’s right, baby. A lot of people would pay top dollar to decimate the population. I’ll take the highest bidder. Al Quaeda. North Korea. Republicans! Shriners! Balding men that work out! People on the Internet that are only turned on by cartoons of Japanese teenagers! Anything is better than working for you! *points the knife at Dr. Bloom* You pompous, negligent, iTunes Gift Card as a holiday bonus-giving—"
Morty, AHHHHH!!!
Poncho, Ah! Eh! Get! Get off! *he backs up and falls over the railing* Ahhhh!
Annie, You guys!
Roger," It’s gonna burst! *urges the others on* Go! Go, go, go! *pulls a lever before trying to run after the others but catches his foot in some of the machinery* My foot is stuck!"
Annie, No!
Roger," This is okay! It’s okay, just go! Tell my family I love them! They may be hard to find because my wife kept her last name and she made the kids take it too, so, I dunno, you can—"
Annie, No!
Jacob," Let me ask you something Ethan. Where’s the anger coming from, man?"
Ethan, From Summer being a total bitch!
Jacob, Where’s the anger coming from?
Ethan, …My brother… took me fishing once…in the bushes… *voice begins choking up as tears fill his eyes* I can’t… I can’t! *covers his eyes as he starts to cry* He made me feel like a girl! *sobbing openly* I’m… m-made me a girl!
Jacob," He didn’t make you anything, man. You are who you are. *gestures to Summer* She is who she is. (Summer watches on with a sympathetic expression.) Now you go to her. Brand new."
Ethan, Come here right now!
Summer," Oh my god, I’m so sorry Ethan! *they hug* I love you!"
Ethan, I love you so much.
Jerry, Um…
Joyce," You did it again, cubby. Come here."
Jerry, No! Stop! I hate this!
Joyce," Well, Christmas doesn’t revolve around what you hate, son."
Jerry," Well then, I hate Christmas! Enjoy being human! You guys are gross and lame."
Animatronic Ruben," My name’s Ruben Ridley. You’re inside me right now, but by the end of this journey, I’ll be inside all of you."
Animatronic Ruben, My story begins in the dot com crash in the early ‘90s.
Annie, *whispering to Morty* You can put your fingers wherever you want…
Rick, I’m trying to concentrate.
Jerry," Ah, Rick?"
Rick," *holds up a hand without even looking over at him* Not now, Jerry. I’ve got much, much smaller fish to fry."
Jerry," *enters anyway* I wanted to say I’m sorry I ever judged you. *leans on the ping pong table, looking down at Ruben’s corpse* Right now, you’re my sanest relative."
Rick," Relative… That’s it! Relative size! Jerry, hand me a scalpel and a bundle of dynamite! *into his headset* Morty! Can you get to the left nipple?"
Morty," Are you kidding? I’m hoping I can get to both of them, Rick."
Morty, We need to get to the left nipple!
 Bloom," The body is decaying! (Bits of debris begin to fall from the ‘ceiling’.) The arterial transit system is useless! We can try the service shuttle. It’s connected to the skeletal system. That’s why we call it the Bone Train. *to Annie* Would you like to ride the Bone Train, miss?"
Annie, If it’ll get us out of here.
 Bloom," How about you, Morty? Would you like to ride the Bone Train?"
Morty, Why are you doing this bit? We’re gonna die. Let’s go.
Jerry," Well, I can see that you’re busy… Merry Christmas, Rick."
 Anatomy Park, the Bone Train]
 Bloom, There’s no autopilot. One of us will have to stay here and operate it manually.
Morty," …Uh, well…"
 Bloom," No, you’re right. It was a dick move for me to even pause like that. This is all my fault. You go on."
Annie, *points* What the hell is that?
 Bloom, E. coli outbreak. Hurry!
 Bloom," Oh wait, there is an autopilot. (E. coli surround him.) WAAAIT! ...OKAY, NEVER MIND, I WANTED TO SACRIFICE MYSELF ANYWAAAAAYYYY!"
Annie, They’re chewing through the doors!
Morty," Euuuugh! *grabs a fire extinguisher and beats the E. coli off the train with it* We’re in the areola, Rick! Almost to the nipple! But we’re also in a really bad situation!"
Rick," I’m almost there, Morty!"
Reporter, Reports are coming in from across the country about what appears to be a giant naked man over the continental United States. We now go to Tom Randolph in New York. Tom?
Tom," Well, his eyes aren’t twinkling, and his dimples aren’t merry, but I’m standing under a nose like a seventy-mile cherry!"
Reporter," Thank you, Tom. Let’s go now to Eric McMan in Los Angeles."
Eric," We’ve got feet here on the West Coast, Bill! Giant feet, even relative to the giant man’s size! And you know what they say about that!"
Reporter," Well, if the old adage is true, one can only wonder what is going down in the Rocky Mountains."
Morty," Oh my god, the track!"
Annie, It’s Hepatitis A!
Annie, The nipple hole…
Morty, It’s beautiful…
Annie, Aw no!
Annie, Whoa! It’s Hepatitis C!
Morty, Um… We… Did we have some sort of relationship with him?
Annie, I… think they’re just like that? I think they’re just good guys.
Morty, Oh. Huh.
Rick, Where’s Dr. Bloom?
Morty, Sorry Rick… He’s dead…
Rick," Goddamn it, Morty, I ask you to do one thing!"
Beth, Jerry doesn’t know what he’s missing.
Jacob," He’ll come around, Beth. Christmas is a special time. It has funny ways of bringing families together."
Beth," I dunno, Jacob. Jerry got an invitation to be alive today, and he rejected it. I don’t know if our marriage will—"
Summer, It’s raining blood!
Jacob," Oh, shit. find Jerry!"
Beth, Oh god.
Beth, Jerry!
Jerry, *stands and hugs her* It’s alright! The TV says there’s nothing to worry about.
Summer," Dad, can I have my phone back?"
Jerry," Sure, sweetie. *pulls out the stocking and gives Summer her phone, then gives Beth her tablet* Everybody, take a device. It’ll help you relax."
Jacob, This is nice.
Jerry," Yeah. *puts an arm around Beth and Jacob* I guess we really learned something this Christmas, Jacob."
Summer," No we didn’t, Dad. No we didn’t."
Rick," Too bad about Dr. Bloom. *Rick, Annie, and Morty exit the car* He was a genius. The only man capable of creating a new Anatomy Park."
Annie," Actually, I studied Dr. Bloom’s work. I believe I have the knowledge necessary to create a new, much safer park!"
Rick, What about Pirates of the Pancreas…?
Annie, I think it was one of the most underrated attractions.
Rick, Booyah! Hold your breath!
Morty," Hey, wh-wh- What the hell, Rick? What the hell, man? I liked her! I really had somethin’ going there, Rick!"
Rick," Yeah, so I heard. You dodged a bullet, Morty, trust me. *whispers* Puffy vagina."
Morty, W-What’s wrong with that? That doesn’t sound like a problem to me! I dunno!
Rick," C’mon. Let’s get some stuffing, I’m starving."
Rick," Oh, unbelievable. We got a bunch of robot computer people sittin’ around with their faces stuffed in computer screens. (No one acknowledges him.) Do you realize Christ was born today? Jesus Christ our Savior was born today! A-A-A-Are you people even human? What kind of Christmas is this?"
Rick," Loud and clear, Annie."
Annie," Great! We’re also on with Alejandro, our Chief Imaginarian—"
Alejandro, Hey Rick.
Annie," Natalie Jacobs and Chris Desiter from Microscopic Marketing, Zach from Organ Concepts and Jamie from New Media."
Rick, Hey everybody.
All," Hey, hi Rick, how's it goin'. (etc.)"
Annie, So. Pirates of the Pancreas.
Rick," Yeah, talk to me."
Alejandro," Hey Rick, it's Alejandro speaking. Um, so we asked ourselves internally, we asked ourselves over here, “Okay, what does a pancreas do?” (Rick begins to look agitated.) And the answer was, does it make pirates? No. It makes insulin, you know? So we’re starting with a new—"
Ethan," So those guys are inside me, huh? Like, building a park?"
Rick," Those guys are inside you building a piece of shit, Ethan! They’re inside you building a monument to compromise! Fuck 'em. Fuck those people. Fuck this whole thing, Ethan."
Ethan, … Cool. And who pays me?
in, Rick and Morty Transcripts
Rick, T-t-t-this is just sloppy craftsmanship.
Morty," Hey, Rick. Boy, sure is really especially beautiful out there today, huh?"
Rick," Oh, yes, Morty. It’s almost unbelievable, isn’t it?"
Morty," Yeah, you know? There’s something about the air. And just the way the sunshine is."
Rick," Oh, sure, buddy. Yeah. Sure. B-brilliant. Very convincing."
Morty, Wh… convincing?
Rick," Oh! Responsive, too! In real time! I love it!"
Morty," Uhh, okay."
Beth," *robotic* I’m going to work. Morty, good morning. Dad, good morning. I am going to work. Goodbye. (Beth drives away.)"
Morty, What’s with Mom?
Rick," Oh, what’s with Mom? So, you’re saying that she’s acting weird? How soph-*burp*-isticated. Careful, guys. You’re gonna burn out the CPU with this one."
Morty," Okay, you know what, Rick? You’re acting weird, too."
Rick," Whatever, quote-unquote “Morty.”"
Morty," Alright, well I’ll see you after school. (Walks into the side of the garage.) Ow! Oof! Ugh! Damn it! I’m all right. I’m okay."
 Goldenfold," Alright, who can tell me what 5 x 9 is? (Students whisper.) Morty?"
Morty," Uh, me?"
 Goldenfold, What is 5 x 9?
Morty," Um, you know, it’s, uh, at least 40."
 Goldenfold," Morty, that’s exactly correct! 5 x 9 is at least 40! Come up here."
Jessica," Whoo! Way to go, Morty!"
 Goldenfold," Everybody, this is the best student. I want you to be the teacher today. *sits down at a desk* Teach us, Morty!"
Rick, *spying from outside* Interesting…
Morty, W-w-w-what do you want me to teach you?
Student," Ooh, ooh! How do you make concentrated dark matter?"
 Goldenfold," Oh, that’s a good question."
Morty, Concentrated huh?
 Goldenfold," Concentrated dark matter. The fuel for accelerated space travel. Now, do you know how to make it?"
Morty, Uhhh…
Jessica," Come on, Morty. Isn’t your grandpa, like, a scientist?"
Morty," Oh, yeah, but, you know, he told me that I shouldn’t go around spouting off about, you know, his science and stuff."
Jessica," I bet you’ve seen him make concentrated dark matter a lot. You know, if you tell us, I’ll be your girlfriend."
Morty," Uh, y-you will?"
 Goldenfold," Seems like a rare opportunity, Morty."
Rick," *kicks open the door* Morty, u-uh, come on. There’s a family emergency."
 Goldenfold," Stop right there! If he leaves, I’m giving him an F!"
Rick, He doesn’t care.
Morty," Aw, man! (Rick drags him to the locker room.) Rick, I have to go back! I think I was about to get married! *falls down* Ugh!"
Rick," Take a shower with me, Morty."
Morty, What?!
Rick," Listen to me, Morty. Get your clothes off and get in the shower right now. *strips* Y-y-y-you got to trust me, Morty."
Morty," Ugh! I’m gonna get an F in class, Rick. *strips*"
Rick," Morty, that’s not class. T-t-t-that wasn’t your teacher. This isn’t your school. This entire world is not the world. We’re inside a huge simulation chamber on an alien spaceship."
Morty, Wait a minute. W-what are you talking about?
Rick," It’s all fake *burps* Morty, all of it. Nanobotic renderings, a bunch of… crazy, fake nonsense, Morty. I couldn’t say so until we got in the shower. They won’t monitor us in here."
Morty, Monitor us?! *looks around and tries to cover himself* W-who?!
Rick," Zigerion scammers, Morty. The galaxy’s most ambitious, least successful con artists. You know, it’s lucky for us they’re also really uncomfortable with nudity."
Morty," Aw, come on, Rick. If everyone’s just gonna be insane today, at least let me be insane with Jessica."
Rick," I can’t let you do that, Morty."
Morty, Give it to me!
Rick, No! You give it to me!
Morty, G-g-give it!
Rick," Morty, come on! Morty!"
Morty," No, Rick!"
Prince Nebulon," Well, check every five quintons and tell me when they’re not!"
Kevin, What?! No! W-w-why would you even say that?
Stu," Uh, sir, we have a situation over here."
Prince Nebulon," If there’s a wiener on that monitor, I swear to god, Stu."
Stu," Something is drawing a lot of processing power. Oh, wait. No wonder. (Jerry appears on a large screen.) There’s another real human in the simulator."
Jerry," Okay, Jerry, big pitch meeting. Make-or-break time. *trims nostril hairs while driving* You can do this."
Prince Nebulon, How did this happen?! Where’s the Abductions Department?
Kevin," Well, Simulations doesn’t simulate anybody that’s been abducted, so—"
Prince Nebulon," Oh, I see! Oh, oh! It was no one’s fault. Oh, okay. I’m sorry. Well, then, problem solved. Oh, wait no. *shouts* There’s still another human in here! Who is he?"
Stu," Rick’s son-in-law, Jerry Smith. So far, he hasn’t noticed he’s in a simulation."
Prince Nebulon," *sighs* Well, cap his sector at 5% processing, keep his settings on auto, and we’ll deal with him later. Rick Sanchez is the target."
Jerry, *inhales deeply* Gotta relax. It’s just a pitch. Gotta relax.
Radio," This is earth radio. And now, here’s…human music."
Jerry, Hmm. Human music. I like it. *rocks head side to side in rhythm with the music*
Morty, Rick!
Rick," Uhp, uhp, uhp! Morty, keep your hands off your ding-dong! It’s the only way we can speak freely. Look around you, Morty. Do you really think this world is real? You’d have to be an idiot not to notice all the sloppy details. Look, that guy’s putting a bun between two hot dogs."
Morty," I don’t know, Rick. I mean, I’ve seen people do that before."
Rick," Well, look at that old lady. She’s, she’s walking a cat on a leash."
Morty," Uh, Mrs. Spencer does that all the time, Rick."
Rick," Look, I-I-I don’t wanna hear about Mrs. Spencer, Morty! She’s an idiot! Alright, alright, there. W-what about that, Morty?"
Morty," Okay, okay, you got me on that one."
Rick," Oh, really, Morty? Are you sure you haven’t seen that somewhere in real life before?"
Morty," No, no. I haven’t seen that. I mean, why would a Poptart wanna live inside a toaster, Rick? I mean, that would be, like, the scariest place for them to live. You know what I mean?"
Rick," You’re missing the point, Morty. Why would he drive a smaller toaster with wheels? I mean, does your car look like a smaller version of your house? No."
Morty," So, why are they doing this? W-what do they want?"
Rick," Well, that would be obvious to you, Morty, if you’d been paying attention."
Paramedic," We got the president of the United States in here! We need 10cc of concentrated dark matter, stat, or he’ll die!"
Morty, Concentrated dark matter! They were asking about that in class.
Rick," Yeah, it’s a special fuel I invented to travel through space faster than anybody else. These Zigerions are always trying to scam me out of my secrets, but they made a big mistake this time, Morty. They dragged you into this. Now they’re gonna pay!"
Morty," Wait, wha, w-w-what are we gonna do?"
Rick," We’ll scam the scammers, Morty. And we’re gonna take them for everything they’ve got."
Jerry, National Apple Farmers of America…
Jerry," Welcome to our ad agency. I’m Jerry Smith. (Audience stares blankly.) Alright. I’ll just get to the pitch. Um, simple question, gentlemen, *hoarsely* what are apples? *clears throat* Excuse me. *drinks some water* Ahh. *coughs, clears throat* What are apples? *pulls poster board to the front of the room* Apples are food. And when do we need food? When we’re hungry. (Audience stares blankly.) With that, I give you your new slogan! (Flips paper to reveal sign saying “Hungry for Apples?” Audience continues staring.) Well, say something! Do you like it?"
 Marklevitz, Yes.
Jerry, You do?
All, Yes.
Jerry, So I sold it? I sold the idea?
All, Yes.
Jerry, Oh my god! Thank you!
All, *shaking each others’ hands* Thank you. You’re welcome.
Jerry, Hey! I just sold my first pitch!
Old man, Slow down!
Woman, Lookin’ good.
Mailman, My man!
Simulation Beth, (at Simulation Smith house) *answers phone* Hello.
Jerry, Guess who just sold the apples campaign.
Simulation Beth, Who just sold the apples campaign?
Jerry," Me! I guess it wasn’t a rip-off of ""got milk?"" after all. Guess someone was wrong."
Simulation Beth, Yes.
Jerry," Well, all is forgiven, because right now, I’ve got an erection the size of an East Coast lighthouse, and I’m coming home to share it with my beautiful wife."
Simulation Beth, Okay.
Jerry," Wait, really?"
Simulation Beth, Yes.
Jerry," Yes! See you in 10 minutes! *hangs up, shouts* Hey! I’m going to make love to my wife!"
Woman, Lookin’ good.
Old man, Slow down!
Mailman, My man! *glitches into a tree*
Morty," Aw, geez, Rick. I-I don’t know if I like this plan,you know? I mean, crowds, t-t-t-they have a tendency to make me really nervous."
Rick," Morty, relax. It’s just a bunch of 1s and 0s out there. You’re gonna be fine. (Lowers Morty’s pants slightly and puts a hat on him.) Just follow my lead. (Rick and Morty fist bump.) Yo, deejay, drop that beat."
Rick," Uh-oh, Morty. This crowd looks too small for one of our famous rap concerts. I don’t think we can perform our new song, ""The Recipe for Concentrated Dark Matter,"" for a crowd this tiny."
Morty," You got that right, Rick."
Rick," Now that’s more like it! Morty, here we go. Let me hear everybody say ""hey-oh!"" yeah! (Crowd cheers.) All the ladies say, ""yeah!"" (Ladies cheer.) Everybody over thirty, do this with your hands! Everybody with a red shirt, jump up and down! (People start glitching.)"
Jerry," *kisses Beth, who is still in front of the phone* Mm. Mm. Mm. Yeah, don’t move. Mm, mm, mm, mm! Mm!"
Rick," Yo, everyone whose first name begins with an ""L"" who isn’t Hispanic, walk in a circle the same number of times as the square root of your age times ten! (Simulation freezes. Rick and Morty jump offstage.) Run, Morty! Before the system reboots!"
Jerry, Yeah! You like that? Now who’s unremarkable? You hungry for apples? Are you hungry for apples?!
Jerry," Oh, my god. That’s the best sex I’ve ever had in my life. It’s… it’s too good. I don’t deserve this, Beth. I’m a fraud."
Morty," Oh, man, Rick! W-w-w-where we running to?"
Rick," Out of the simulation, Morty. Normally, the chamber operates like a treadmill, with the virtual world disappearing behind us and being rendered in front of us as we move through it, but while it’s frozen, Morty, we can get to…the edge. Here we go. *jumps off the edge*"
Morty, Holy crap!
Rick," Come on, Morty."
Morty, *jumps off edge*
Zigerion," Sir, they’re over the edge."
Prince Nebulon," Yes, they are. Just as planned. *evil laughter, others join in* Oh, this is going to be such a mindfuck!"
Rick," Keep your eyes peeled for the central processing room, Morty. That’s how we’re gonna scam these idiots."
Morty," So, hey, why do these aliens keep coming after you, Rick, if you’re so much smarter than them?"
Rick," It’s an obsession for them at this point. The Zigerions have been trying to outsmart me for years, Morty. Every time they do, I’m one step ahead of them. *finds central processing room* Aha! Here we go. *starts collecting chips* Grab as many processors as you can carry, Morty. These guys aren’t good at much, but they’re really good at making these chips."
Morty," I’ve got so many, I can barely hold them all! *holding chips in his shirt* Look at, look at this. Oops. I dropped one."
Rick," Don’t worry about it, Morty. There’s plenty of them, you little goofball. (Both laugh and toss chips at each other playfully.) Come here, Morty! Oh, I gotcha!"
Morty," Come on, quit it, Rick! Quit it!"
Rick," Nothing wrong with just a little bit of horseplay every now and then, little fella."
Morty, Wow. What do you know? Huh. That was easy.
Rick," Totes malotes, dawg."
Morty," Just kind of hard to believe, you know?"
Rick," Believe it, Morty. And once again, I’m flying away with everything I can carry, and the Zigerions got nothing of mine."
Jerry," Mr. Marklevitz, do you have a minute to talk?"
 Marklevitz, *snaps fingers* Yes.
Jerry," Look, I’m a fraud. I mean, let’s face it. ""Hungry for apples"" is just a rip-off of ""Got milk?"" It’s almost identical."
 Marklevitz, *snaps fingers* Yes.
Jerry," Okay. I deserve that. Um, I guess I’ll just pack up my desk."
 Marklevitz, *snaps fingers* Yes.
Jerry," *crying* Oh my god. Wait. You know what?! No! The milk people don’t have a patent on simple rhetorical questions! Y-You— There’s not even a single word in ""Hungry for Apples"" that’s shared by ""Got milk?"" It’s a completely different slogan. It’s different! And I shouldn’t be fired. I should be promoted!"
 Marklevitz, *snaps fingers* Yes.
Jerry, Yeah! Wait. Really?
 Marklevitz, *snaps fingers* Yes.
Jerry," Yes! I mean, it may be derivative, but it’s the most successful campaign to come out of this agency in a long time."
 Marklevitz, *snaps fingers* Yes.
Jerry," I-I’m not saying it should win an award for commercials, but it could certainly be nominated for an award for commercials specifically about apples, like an Appley or something."
 Marklevitz, *snaps fingers* Yes.
Jerry, Is there really an award called the Appley for apple-related ad campaigns?
 Marklevitz, *snaps fingers* Yes.
Jerry, Could we nominate me?
 Marklevitz, *snaps fingers* Yes.
Jerry, Holy crap!
Rick," Get in, Morty. I’m gonna be able to use these processors to make some real important science stuff. (Keypad beeps.) Huh. I thought I entered the code right. (Keypad beeps.)"
Prince Nebulon," Well, what’s this? W-what could this possibly be? Because it looks like you’re inside a simulation…inside a simulation. You’re still on the ship. Game-day bucket go boom!"
Cynthia," Sir, the, uh, doctor’s appointment to examine the discoloration on your butthole flaps was—"
Prince Nebulon," Too loud, Cynthia. Too loud and too specific."
Rick, Uhh…
Prince Nebulon," We’ve known how to make concentrated dark matter for a long time. But now we also know the code to your fabled safe, Rick Sanchez! All your most valuable secrets will now be ours!"
Rick," Uh, yeah, until I get home before you and change the combination, you bunch of idiots!"
Prince Nebulon, That is why you’re never getting home. Get them!
Rick, RUN MORTY!
Morty, Oh my god!
Jerry," I got to tell you, this morning, I didn’t even know this award existed. Now I’m holding one. And, um… Look, I want to say that today was the best day of my life But the truth is, it’s, it’s more meaningful than that."
Mailman, My man!
Jerry," Yes. Thank you, sir. I am finally complete!"
Mailmen, My my my my man!
Jerry, Aah! What the hell?! (Appley award glitches out of existence.) No.
Rick, Jerry?!
Morty, Dad!
Rick, What are you doing here? W-why are you dressed like a waiter? Screw it. We don’t have time. Come on. *starts dragging Jerry with them*
Jerry, *sobbing* No!
Rick," Man up, Jerry! I may need you to work the lasers."
Morty," Oh, man! They’re hot on our tail, Rick!"
Rick, I guess they really do have concentrated dark matter.
Morty," Well, you know how to make it, too, right, Rick?"
Rick," Yeah. Yeah, yeah, yeah. Uh, check the engine room. We just need cesium, Plutonic quarks, and bottled water."
Morty," Whoa! It’s all here, Rick!"
Rick," Wow, Morty. Lucky break. Grab that bucket. Okay, two parts Plutonic quarks, one part cesium."
Morty, Okay. Uh-huh. Alright.
Rick," Now empty the water bottle into the bucket and pour it all into the fuel tank so we can get the hell out of here! What are you doing, Morty?! There’s no time!"
Morty, *freezes up*
Rick," Oh, no."
Jerry, What the…?
Rick, No!
Prince Nebulon," *laughing* Oh my god, Rick. How dumb are you? You’re inside a simulation of a simulation…inside another giant simulation! *laughs harder* W-we never had the recipe for concentrated dark matter. But we do now! We do now, sucka!"
Rick, You simulated my grandson’s genitalia?! Y-y-you bunch of diabolical sons of bitches!
Kevin," You said you weren’t gonna tell anyone! I’m never gonna live this down, am I?"
Rick," All right. Okay. All right, great. Wonderful. You win. Can we go home now?"
Prince Nebulon," Ha! *fist bumps* Nice. Okay, okay. Show this gullible turd to his shuttle. I’m done with him. Oh, wait. Let me get a picture. *snaps a selfie of himself with Rick* Aww. Look at his face. He’s trying to figure out if He’s in a simulation still. Are you, Rick? Are you? *laughs, walks away* You’re not. *walks back* Or are you? (Rick and Jerry leave.) *shouts after them* Oh, a-and, by the way, I don’t have discolored butthole flaps. That was part of the simulation."
Cynthia," Oh. Uh, sir, should I cancel that appointment, then?"
Prince Nebulon," *loudly* Yeah! Of course you should! *to Cynthia* No, keep it. Move it up, actually, if you can."
Rick," Hey, Jerry, don’t worry about it. So what if the most meaningful day of your life was a simulation operating at minimum capacity?"
Jerry," You know what, Rick? Those guys took you for a ride, too. You should try having a little respect for the dummies of the universe, now that you’re one of us."
Rick," Maybe you’re right, Jerry. Maybe you’re right."
Prince Nebulon," All right, everybody. Two parts Plutonic quarks… One part cesium…. A-and listen, I’m sorry for shouting earlier. I-I couldn’t ask for a better staff. I love you guys, and I love all your families. *readies water bottle* And the final ingredient…"
Jerry, Whoa! What the hell?! W-what happened back there?
Rick," Why don’t you ask the smartest people in the universe, Jerry? Oh, yeah. You can’t. They blew up."
Jerry, So… What do you think?
 Marklevitz, You’re fired.
Jerry, Wha--? But t-this idea was tested in a state-of-the-art simulation.
 Marklevitz," Well, then, it was a terrible simulation. Get out."
 Marklevitz," Man, how does a guy like that go home and have sex with his wife?"
Rick," Hey, Morty."
Morty, What?
Rick," Hey, little buddy. H-h-how you doing in here right now?"
Morty," Aw, geez, Rick. What are you doing, man?"
Rick," Y-y-you’re a good kid, Morty. Y-you’re a real l-little c-character, Morty."
Morty," Oh, boy."
Rick," You know, I had a really rocky road today, M-Morty. You’re my little friend, aren’t you? We had some good times together, huh, M-Morty? We You’re a real true hero out in the field. You’re a... You’re a real trouper, huh, M-M-Morty?"
Morty," Have you been drinking, Rick?"
Rick," I really appreciate you, Morty."
Morty," O-okay, cool. A-alright, Rick"
Rick," *suddenly aggressive, holds a knife to Morty’s throat* You little son of a bitch! Y-y- are you a simulation?! Huh?! Are you a simulation?!"
Morty, No! No! No!
Rick, You little son of a bitch!
Morty," *terrified, gasps*"
Rick," I-I-I’m sorry, Morty. Y-you’re a good… You’re a good kid, Morty."
Morty, Geez!
